CODICESCUOLA,ANNOCORSO,SEZIONEANNO,TIPOGRADOSCUOLA,COMBINAZIONE,DISCIPLINA,CODICEISBN,AUTORI,TITOLO,SOTTOTITOLO,VOLUME,EDITORE,PREZZO,NUOVAADOZ,DAACQUIST,CONSIGLIATO
CB1E00100B,1,A,EE,CORSO A ORARIO ORDINARIO,LINGUA INGLESE,9788847306875,"AA VV  ",BUDDY AND FRIENDS 1,ND,1,CETEM,"4,02",No,Si,No
CB1E00100B,1,A,EE,CORSO A ORARIO ORDINARIO,IL LIBRO DELLA PRIMA CLASSE,9788835062325,"AA VV  ",CANTASTORIE (METODO 4 CARATTERI) KIT 1,ND,1,LA SCUOLA EDITRICE,"13,34",Si,Si,No
CB1E00100B,4,A,EE,CORSO A ORARIO ORDINARIO,RELIGIONE,9788842632528,"AA VV  ",COME FARFALLE DAI MILLE COLORI 4-5,ND,U,IL CAPITELLO,"8,19",No,Si,No
CB1E00100B,4,A,EE,CORSO A ORARIO ORDINARIO,LINGUA INGLESE,9788847306905,"AA VV  ",BUDDY AND FRIENDS 4,ND,1,CETEM,"8,06",No,Si,No
CB1E00100B,4,A,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO DEI LINGUAGGI,9788847248854,"MEIANI ANTONELLA  ",NUVOLE DI PAROLE 4,ND,1,RAFFAELLO,"17,28",Si,Si,No
CB1E00100B,4,A,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO DELLE DISCIPLINE,9788847248816,"SECCHI NICOLA - CANALI TIZIANA ",CHE MERAVIGLIA! 4 VOLUME UNICO,ND,1,RAFFAELLO,"21,46",Si,Si,No
CB1E00100B,5,A,EE,CORSO A ORARIO ORDINARIO,RELIGIONE,9788842632528,"AA VV  ",COME FARFALLE DAI MILLE COLORI 4-5,ND,U,IL CAPITELLO,"8,19",No,No,No
CB1E00100B,5,A,EE,CORSO A ORARIO ORDINARIO,LINGUA INGLESE,9788847306912,"AA VV  ",BUDDY AND FRIENDS 5,ND,2,CETEM,"10,08",Si,Si,No
CB1E00100B,5,A,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788847242425,"GENTILE MARINA LARA - GENTILE PAOLA ",STUDIO PERCHE' 5 AREA STORIA/GEOGRAFIA,ND,2,RAFFAELLO,"12,50",No,Si,No
CB1E00100B,5,A,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788847242432,CANTILLO VINCENZA - GENTILE PAOLA - MAGNI FABIANA,STUDIO PERCHE' 5 MATEMATICA/SCIENZE,ND,2,RAFFAELLO,"12,50",No,Si,No
CB1E00100B,5,A,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO DEI LINGUAGGI,9788847242395,BARTOLUCCI TIZIANA - GAGLIARDINI MARIA LUISA - PAPALINI PAOLA,LEGGO PERCHE' 5,ND,2,RAFFAELLO,"20,96",No,Si,No
CB1E00100B,2,A,EE,CORSO A ORARIO ORDINARIO,RELIGIONE,9788826136417,"DONDI S  ",CHE BELLO È! UN PONTE TRA I POPOLI 1-2-3,ND,U,PICCOLI,"8,19",No,No,No
CB1E00100B,2,A,EE,CORSO A ORARIO ORDINARIO,LINGUA INGLESE,9788847306882,"AA VV  ",BUDDY AND FRIENDS 2,ND,2,CETEM,"6,03",No,Si,No
CB1E00100B,2,A,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO (1° BIENNIO),9788847242364,BARTOLUCCI TIZIANA - GAGLIARDINI MARIA LUISA - PAPALINI PAOLA,VERDE PRATO 2,ND,2,RAFFAELLO,"18,69",Si,Si,No
CBEE816031,1,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788846845283,"PICARIELLO CARMINE  ",MIO LIBRO DI RELIGIONE 1-2-3 (IL),ND,U,LA SPIGA,"8,19",Si,Si,No
CBEE816031,1,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964686,"AA VV  ",I LIKE GOLD CL. 1,ND,1,GIUNTI ELT,"4,02",Si,Si,No
CBEE816031,1,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,IL LIBRO DELLA PRIMA CLASSE,9788891597564,"AA VV  ",MAGICA MATILDE,CLASSE 1 - METODO QUATTRO CARATTERI,1,FABBRI SCUOLA,"13,34",Si,Si,No
CBEE816031,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788842632924,BERGER MARELLA - GENNESI MARINA - STIO NICOLETTA,NUOVO COME FARFALLE DAI MILLE COLORI 1-2-3 (IL),CORSO DI IRC PER LA SCUOLA PRIMARIA,U,IL CAPITELLO,"8,19",No,No,No
CBEE816031,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788847242470,"AA VV  ",HELLO WORLD 2,ND,2,CELTIC PUBLISHING,"6,03",No,Si,No
CBEE816031,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO (1° BIENNIO),9788809917576,"AA VV  ",NUOVO VIVA CRESCERE  CL. 2,ND,2,GIUNTI SCUOLA,"18,69",No,Si,No
CBEE816031,3,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788842632511,"AA VV  ",COME FARFALLE DAI MILLE COLORI 1-2-3,ND,U,IL CAPITELLO,"8,19",No,No,No
CBEE816031,3,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788853640017,"BERTARINI MARIAGRAZIA  ",THE STORY GARDEN PREMIUM 3,ND,3,ELI,"8,06",No,Si,No
CBEE816031,3,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO (1° BIENNIO),9791220411691,"AA  VV  ",NOI DELLA CIURMA,CLASSE 3A,3,A. MONDADORI SCUOLA,"26,71",No,Si,No
CBEE816031,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788846845290,"PICARIELLO CARMINE  ",MIO LIBRO DI RELIGIONE 4-5 (IL),ND,U,LA SPIGA,"8,19",Si,Si,No
CBEE816031,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964716,"AA VV  ",I LIKE GOLD CL. 4,ND,1,GIUNTI ELT,"8,06",No,Si,No
CBEE816031,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788809917620,"AA VV  ",NUOVO VIVA IMPARARE CL. 4  ANTROPOLOGICO,ND,1,GIUNTI SCUOLA,"10,73",Si,Si,No
CBEE816031,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788809917637,"AA VV  ",NUOVO VIVA IMPARARE CL. 4 MATEMATICA,ND,1,GIUNTI SCUOLA,"10,73",Si,Si,No
CBEE816031,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788809917590,"AA VV  ",NUOVO VIVA LEGGERE CL. 4,ND,1,GIUNTI SCUOLA,"17,28",Si,Si,No
CBEE816031,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788842632931,BERGER MARELLA - GENNESI MARINA - STIO NICOLETTA,NUOVO COME FARFALLE DAI MILLE COLORI 4-5 (IL),CORSO DI IRC PER LA SCUOLA PRIMARIA,U,IL CAPITELLO,"8,19",No,No,No
CBEE816031,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809903524,"AA VV  ",CIRCLE TIME 5,ND,2,GIUNTI ELT,"10,08",No,Si,No
CBEE816031,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788809930018,"AA VV  ",AMICA PAROLA CL. 5,ND,2,GIUNTI SCUOLA,"20,96",No,Si,No
CBEE816031,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE,9788809930056,"AA VV  ",AMICA TERRA CL. 5,ND,2,GIUNTI SCUOLA,"25,00",No,Si,No
CBEE81602X,1,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,Si,No
CBEE81602X,1,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809919686,"AA VV  ",ENGLISH BEAT CL. 1,ND,1,GIUNTI ELT,"4,02",Si,Si,No
CBEE81602X,1,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,IL LIBRO DELLA PRIMA CLASSE,9788891597564,"AA VV  ",MAGICA MATILDE,CLASSE 1 - METODO QUATTRO CARATTERI,1,FABBRI SCUOLA,"13,34",Si,Si,No
CBEE81602X,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
CBEE81602X,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964693,"AA VV  ",I LIKE GOLD CL. 2,ND,2,GIUNTI ELT,"6,03",No,Si,No
CBEE81602X,2,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO (1° BIENNIO),9788809917576,"AA VV  ",NUOVO VIVA CRESCERE  CL. 2,ND,2,GIUNTI SCUOLA,"18,69",No,Si,No
CBEE81602X,3,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788851909987,FACCHINETTI ELENA - SECCHI PAOLA - GHIROTTO SUSANNA,BELLEZZA CI UNISCE (LA),VOLUME 1° CICLO,U,PIEMME SCUOLA,"8,19",No,No,No
CBEE81602X,3,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964709,"AA VV  ",I LIKE GOLD CL. 3,ND,3,GIUNTI ELT,"8,06",No,Si,No
CBEE81602X,3,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO (1° BIENNIO),9788891577665,"AA VV  ",UNA VALIGIA PER SOGNARE,CLASSE TERZA,3,FABBRI SCUOLA,"26,71",No,Si,No
CBEE81602X,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",No,Si,No
CBEE81602X,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964716,"AA VV  ",I LIKE GOLD CL. 4,ND,1,GIUNTI ELT,"8,06",No,Si,No
CBEE81602X,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788809917620,"AA VV  ",NUOVO VIVA IMPARARE CL. 4  ANTROPOLOGICO,ND,1,GIUNTI SCUOLA,"10,73",Si,Si,No
CBEE81602X,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788809917637,"AA VV  ",NUOVO VIVA IMPARARE CL. 4 MATEMATICA,ND,1,GIUNTI SCUOLA,"10,73",Si,Si,No
CBEE81602X,4,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788809917590,"AA VV  ",NUOVO VIVA LEGGERE CL. 4,ND,1,GIUNTI SCUOLA,"17,28",Si,Si,No
CBEE81602X,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
CBEE81602X,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,LINGUA INGLESE,9788809964723,"AA VV  ",I LIKE GOLD CL. 5,ND,2,GIUNTI ELT,"10,08",No,Si,No
CBEE81602X,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788835058403,"AA VV  ",AVVENTURA DELLE DISCIPLINE - STORIA GEOGRAFIA 5 KIT (L'),ND,2,LA SCUOLA EDITRICE,"12,50",No,Si,No
CBEE81602X,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788835058359,"AA VV  ",AVVENTURA DELLE DISCIPLINE MATEMATICA SCIENZE KIT 5 (L'),ND,2,LA SCUOLA EDITRICE,"12,50",No,Si,No
CBEE81602X,5,A,EE,40 ORE A TEMPO PIENO CON 2 DOCENTI,SUSSIDIARIO DEI LINGUAGGI,9788809930018,"AA VV  ",AMICA PAROLA CL. 5,ND,2,GIUNTI SCUOLA,"20,96",No,Si,No
CBEE816053,1,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788846845283,"PICARIELLO CARMINE  ",MIO LIBRO DI RELIGIONE 1-2-3 (IL),ND,U,LA SPIGA,"8,19",Si,Si,No
CBEE816053,1,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788809919686,"AA VV  ",ENGLISH BEAT CL. 1,ND,1,GIUNTI ELT,"4,02",Si,Si,No
