CODICESCUOLA,ANNOCORSO,SEZIONEANNO,TIPOGRADOSCUOLA,COMBINAZIONE,DISCIPLINA,CODICEISBN,AUTORI,TITOLO,SOTTOTITOLO,VOLUME,EDITORE,PREZZO,NUOVAADOZ,DAACQUIST,CONSIGLIATO
CSEE822026,5,B,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788883398230,"AA  VV  ",GO KIDS GOLD 5,ND,2,PEARSON LONGMAN,"10,08",No,Si,No
CSEE822026,5,B,EE,27 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788873349006,"AA VV  ",VOCE DELLA TERRA PIU' CL. 5 (LA) - AREA ANTROPOLOGICA,ND,2,GAIA EDIZIONI,"12,50",No,Si,No
CSEE822026,5,B,EE,27 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788873349013,"AA VV  ",VOCE DELLA TERRA PIU' CL. 5 (LA) - AREA MATEMATICO-SCIENTIFICA,ND,2,GAIA EDIZIONI,"12,50",No,Si,No
CSEE822026,5,B,EE,27 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788846844699,"DONISELLI LILLI - TAINO ALBA ",MISSIONE COMPIUTA! PLUS LETTURE 5,ND,2,LA SPIGA,"20,96",No,Si,No
CSEE822026,2,B,EE,27 ORE SETTIMANALI,RELIGIONE,9788851911065,"AGLIOCCHI CARLA - BASILE CATERINA ",IL SENTIERO FIORITO,VOLUME 1° CICLO,U,PIEMME SCUOLA,"8,19",No,No,No
CSEE822026,2,B,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788883398209,"AA  VV  ",GO KIDS GOLD 2,ND,2,PEARSON LONGMAN,"6,03",No,Si,No
CSEE822026,2,B,EE,27 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788847241442,"MORGESE ROBERTO  ",FORMULA MAGICA 2,ND,2,RAFFAELLO,"18,69",No,Si,No
CSEE822026,3,A,EE,27 ORE SETTIMANALI,RELIGIONE,9788851909987,FACCHINETTI ELENA - SECCHI PAOLA - GHIROTTO SUSANNA,BELLEZZA CI UNISCE (LA),VOLUME 1° CICLO,U,PIEMME SCUOLA,"8,19",No,No,No
CSEE822026,3,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788861615359,"FOSTER - BROWN ",TOP SECRET PREMIUM 3,ND,3,LANG EDIZIONI,"8,06",No,Si,No
CSEE822026,3,A,EE,27 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788842632436,"AA VV  ",MIE SCOPERTE 3 (LE),ND,3,IL CAPITELLO,"26,71",No,Si,No
CSEE822026,1,A,EE,27 ORE SETTIMANALI,RELIGIONE,9788851911065,"AGLIOCCHI CARLA - BASILE CATERINA ",IL SENTIERO FIORITO,VOLUME 1° CICLO,U,PIEMME SCUOLA,"8,19",No,Si,No
CSEE822026,1,A,EE,27 ORE SETTIMANALI,LINGUA INGLESE,9788883398193,"AA  VV  ",GO KIDS GOLD 1,ND,1,PEARSON LONGMAN,"4,02",Si,Si,No
CSEE822026,1,A,EE,27 ORE SETTIMANALI,IL LIBRO DELLA PRIMA CLASSE,9788891597595,"AA VV  ",MAGICA MATILDE,CLASSE 1 - METODO TUTTO MAIUSCOLO,1,FABBRI SCUOLA,"13,34",Si,Si,No
